transaction_id,customer_id,product_id,store_id,sale_date,quantity,total_amount
47046,895,85,44,2025-01-28,4,1162.12
47047,1430,117,4,2024-08-24,2,934.26
47048,7861,194,29,2024-10-23,4,1682.4
47049,4312,92,40,2024-05-24,5,764.15
47050,2036,102,13,2025-02-28,4,401.72
47051,4889,105,19,2025-03-16,4,602.76
47052,6195,57,44,2025-03-31,3,301.35
47053,9559,80,8,2024-09-15,2,991.62
47054,6622,88,1,2024-06-11,5,1251.7
47055,3981,51,27,2024-06-02,3,712.53
47056,311,69,20,2024-12-31,4,53.64
47057,65,139,25,2025-01-12,3,1069.83
47058,5642,16,37,2024-11-22,3,1160.22
47059,6034,11,24,2025-03-12,5,44.25
47060,5750,66,44,2024-08-08,4,266.84
47061,8833,147,47,2025-02-16,3,1385.97
47062,750,39,24,2025-02-25,1,418.69
47063,1340,27,35,2025-04-10,2,352.66
47064,6545,102,32,2024-05-27,4,401.72
47065,8255,168,24,2024-08-17,1,71.1
47066,6674,66,1,2024-08-12,3,200.13
47067,400,170,14,2024-10-07,1,62.91
47068,9719,87,27,2024-09-25,3,926.55
47069,2327,177,35,2024-07-22,5,620.75
47070,9163,65,28,2024-12-17,1,190.37
47071,9556,23,28,2024-08-07,4,778.84
47072,8767,67,45,2024-11-26,4,1696.88
47073,9516,86,10,2025-01-24,4,727.68
47074,8950,106,24,2024-10-04,5,1920.5
47075,6439,177,41,2024-12-27,5,620.75
47076,7569,12,49,2024-11-28,4,1401.64
47077,5502,107,21,2025-01-10,3,1424.82
47078,4251,189,11,2024-11-09,1,402.16
47079,7117,47,11,2024-05-20,4,1965.4
47080,4293,12,27,2024-12-15,3,1051.23
47081,9807,52,16,2024-09-01,3,1241.64
47082,3140,90,1,2024-08-23,2,848.54
47083,5399,92,43,2024-08-09,5,764.15
47084,4229,35,16,2025-02-14,5,1901.55
47085,8755,86,23,2024-08-08,2,363.84
47086,9725,138,47,2025-05-05,5,1274.6
47087,2129,152,41,2025-03-18,5,27.1
47088,4972,64,7,2024-09-02,2,620.9
47089,1501,15,20,2025-04-24,4,357.76
47090,1066,76,23,2024-07-20,5,1215.15
47091,247,117,48,2025-02-19,4,1868.52
47092,5317,152,11,2025-01-19,4,21.68
47093,5587,153,47,2024-07-01,1,247.43
47094,6644,47,26,2024-12-22,1,491.35
47095,323,119,20,2025-03-05,3,822.24
47096,3023,196,8,2025-04-12,3,535.26
47097,2725,67,38,2024-06-09,2,848.44
47098,6167,138,37,2025-02-17,4,1019.68
47099,7247,70,34,2025-01-30,1,321.14
47100,7168,35,15,2024-06-30,2,760.62
47101,4385,76,35,2024-07-07,3,729.09
47102,3788,90,49,2024-10-01,3,1272.81
47103,4371,147,2,2024-05-12,4,1847.96
47104,5023,28,10,2025-04-25,1,59.31
47105,1157,77,19,2024-06-29,3,1438.35
47106,5376,163,12,2025-01-08,2,644.3
47107,4128,22,49,2024-11-14,4,1488.96
47108,4943,179,50,2024-08-04,3,1287.0
47109,4067,70,36,2024-05-28,5,1605.7
47110,3172,3,14,2024-06-21,1,366.98
47111,6753,61,6,2024-07-15,5,314.7
47112,5098,29,4,2024-11-03,2,726.0
47113,1589,154,16,2024-11-22,3,759.96
47114,1661,61,4,2024-06-05,5,314.7
47115,9308,136,31,2024-09-29,4,532.88
47116,8332,91,31,2025-02-26,1,88.8
47117,166,52,43,2025-04-29,4,1655.52
47118,6182,98,1,2024-12-16,4,433.84
47119,1825,115,31,2024-10-13,2,965.84
47120,6950,28,10,2024-06-07,3,177.93
47121,976,160,28,2025-05-06,1,318.09
47122,5784,123,47,2024-11-17,1,366.18
47123,500,123,3,2024-11-01,4,1464.72
47124,2483,180,1,2024-06-13,2,571.96
47125,433,80,36,2024-10-04,1,495.81
47126,7423,154,30,2024-05-12,5,1266.6
47127,8426,196,27,2025-02-20,5,892.1
47128,8040,68,37,2024-09-04,5,884.65
47129,6498,167,41,2025-02-19,5,164.45
47130,357,176,3,2024-11-30,3,655.5
47131,9427,94,25,2025-01-21,4,470.16
47132,2565,6,17,2024-09-07,3,765.33
47133,396,154,13,2024-07-17,4,1013.28
47134,6332,183,37,2024-06-21,1,218.88
47135,1514,51,33,2024-08-22,4,950.04
47136,7934,7,17,2024-11-19,1,463.59
47137,9224,56,12,2024-08-20,2,707.6
47138,2397,119,39,2024-09-10,2,548.16
47139,6708,127,28,2025-01-18,5,584.3
47140,4369,131,41,2025-04-17,1,351.63
47141,1512,97,22,2024-12-20,2,40.5
47142,9200,141,28,2025-01-10,1,121.08
47143,1419,18,24,2024-08-19,5,824.05
47144,1872,29,26,2024-06-19,1,363.0
47145,5333,128,23,2024-05-12,2,879.66
47146,2002,11,18,2024-05-27,2,17.7
47147,9533,96,38,2024-06-02,3,72.84
47148,2038,12,25,2024-07-31,2,700.82
47149,2866,51,8,2025-04-01,4,950.04
47150,3792,179,37,2024-11-29,1,429.0
47151,7383,42,12,2024-10-18,5,789.25
47152,7435,169,48,2025-02-21,1,96.58
47153,6990,42,50,2025-01-28,4,631.4
47154,7297,6,31,2025-02-03,3,765.33
47155,5042,2,49,2024-09-25,5,1659.05
47156,4604,26,28,2024-06-15,2,802.4
47157,7430,169,36,2024-06-27,5,482.9
47158,3897,61,9,2024-05-19,1,62.94
47159,8381,77,33,2024-08-20,5,2397.25
47160,7019,37,13,2024-09-02,4,1998.08
47161,3219,83,24,2024-11-20,5,1147.7
47162,7889,142,11,2024-12-26,3,388.77
47163,969,193,29,2024-05-23,5,1668.55
47164,3309,118,44,2024-11-06,3,935.22
47165,8174,197,24,2025-02-13,3,1091.61
47166,3201,138,27,2024-11-15,5,1274.6
47167,5267,135,31,2024-11-30,2,110.66
47168,7284,145,18,2024-08-09,3,379.59
47169,5339,152,2,2024-08-14,2,10.84
47170,5250,92,42,2024-06-30,3,458.49
47171,5453,168,28,2024-05-13,4,284.4
47172,1691,141,38,2024-12-01,1,121.08
47173,980,17,3,2024-07-08,2,50.7
47174,9810,57,25,2024-06-23,2,200.9
47175,2286,84,26,2024-05-31,4,1000.24
47176,1661,180,19,2024-06-05,1,285.98
47177,1483,17,10,2024-05-17,5,126.75
47178,6587,15,21,2025-02-02,5,447.2
47179,4680,57,27,2024-09-14,2,200.9
47180,7473,17,29,2025-02-04,2,50.7
47181,5270,100,28,2024-08-12,2,357.42
47182,2264,181,21,2025-02-25,5,2228.85
47183,665,153,7,2024-10-18,3,742.29
47184,7352,76,22,2024-07-13,3,729.09
47185,6024,159,30,2024-10-17,4,1588.2
47186,2384,11,46,2025-02-23,3,26.55
47187,9636,76,2,2024-10-20,3,729.09
47188,7514,21,46,2025-04-22,1,76.55
47189,3765,39,32,2025-01-27,4,1674.76
47190,9046,10,5,2024-09-18,2,370.76
47191,8053,83,27,2024-10-12,2,459.08
47192,8987,78,20,2024-08-02,1,144.59
47193,849,117,46,2024-11-05,3,1401.39
47194,7158,129,20,2024-12-30,5,1313.95
47195,786,52,32,2024-12-15,4,1655.52
47196,3365,191,4,2024-11-01,5,591.75
47197,2412,149,17,2025-04-07,3,743.97
47198,8158,81,2,2024-06-13,5,1395.6
47199,9120,49,14,2025-02-14,5,793.25
47200,7389,42,43,2024-06-14,5,789.25
47201,258,154,30,2025-02-10,5,1266.6
47202,7630,129,39,2025-03-15,5,1313.95
47203,3084,47,20,2024-10-07,4,1965.4
47204,6321,35,30,2024-10-09,2,760.62
47205,3778,170,11,2025-04-04,5,314.55
47206,5459,11,16,2025-01-25,3,26.55
47207,4659,36,34,2024-11-28,3,19.41
47208,427,64,17,2024-09-06,3,931.35
47209,8537,57,13,2024-06-27,2,200.9
47210,2146,92,9,2024-09-04,1,152.83
47211,1541,126,26,2024-08-29,3,370.44
47212,5122,35,41,2025-03-05,5,1901.55
47213,8619,129,33,2025-02-20,4,1051.16
47214,1977,6,24,2024-09-30,1,255.11
47215,7646,198,29,2025-01-07,1,403.41
47216,3565,134,50,2024-11-05,1,44.72
47217,9920,110,15,2024-11-28,2,59.56
47218,2525,95,22,2025-02-08,1,209.6
47219,5929,40,36,2024-07-13,5,2285.9
47220,1118,11,35,2024-12-16,2,17.7
47221,9405,135,33,2025-04-21,4,221.32
47222,6481,107,44,2024-05-15,2,949.88
47223,7890,19,32,2024-05-12,4,161.56
47224,7338,16,13,2024-06-04,3,1160.22
47225,5271,71,1,2024-10-11,5,1693.45
47226,6966,32,30,2025-04-14,2,999.28
47227,9003,16,43,2024-10-29,4,1546.96
47228,46,159,18,2025-02-15,2,794.1
47229,4109,96,1,2024-12-02,2,48.56
47230,1934,53,30,2025-03-06,5,1096.15
47231,3242,164,12,2024-11-23,1,472.22
47232,8471,188,33,2025-01-02,1,33.93
47233,8581,58,44,2024-10-23,5,596.95
47234,4281,18,4,2025-03-03,2,329.62
47235,5965,109,34,2024-11-07,1,378.21
47236,5780,3,28,2025-02-01,4,1467.92
47237,6608,111,18,2025-03-27,4,164.96
47238,5906,65,17,2024-06-17,5,951.85
47239,7843,126,41,2024-06-02,4,493.92
47240,7046,45,41,2025-02-23,5,1342.05
47241,4327,97,23,2024-09-16,5,101.25
47242,3131,189,24,2025-03-08,4,1608.64
47243,5548,174,23,2024-10-16,2,976.12
47244,744,143,30,2025-01-25,1,251.91
47245,597,187,17,2024-12-06,4,161.36
47246,2828,66,50,2025-03-19,3,200.13
47247,570,149,39,2025-01-09,2,495.98
47248,5475,60,17,2025-03-03,3,70.05
47249,7448,5,22,2024-10-03,5,2209.25
47250,4479,5,26,2025-02-11,3,1325.55
47251,7559,103,9,2025-01-26,1,449.35
47252,5496,157,7,2024-10-18,1,125.38
47253,3037,47,7,2024-08-20,2,982.7
47254,4743,152,11,2024-07-26,4,21.68
47255,6679,193,25,2024-05-26,5,1668.55
47256,716,4,42,2024-09-16,5,2119.05
47257,9190,41,13,2024-11-06,3,819.39
47258,2111,61,48,2024-12-22,5,314.7
47259,9870,193,30,2024-06-30,2,667.42
47260,8252,147,18,2025-03-23,3,1385.97
47261,1751,85,49,2025-03-24,3,871.59
47262,6446,112,14,2024-11-02,3,1046.22
47263,9593,162,50,2025-05-09,4,1794.32
47264,5898,48,19,2025-04-19,1,51.63
47265,3332,199,29,2024-06-14,2,508.9
47266,1467,131,3,2024-05-22,4,1406.52
47267,3418,176,24,2025-01-20,3,655.5
47268,5384,39,25,2025-04-21,4,1674.76
47269,6623,157,29,2024-12-02,4,501.52
47270,3985,142,10,2024-05-18,2,259.18
47271,3880,36,33,2025-04-06,5,32.35
47272,2996,149,41,2024-06-29,2,495.98
47273,3302,25,13,2024-10-26,5,512.45
47274,3468,54,1,2024-08-17,5,2476.7
47275,8245,147,2,2025-02-08,5,2309.95
47276,9533,79,20,2024-08-08,5,2407.55
47277,3326,57,50,2024-06-24,1,100.45
47278,1071,53,48,2025-02-21,5,1096.15
47279,9138,100,34,2024-10-11,1,178.71
47280,8553,137,2,2024-08-23,4,1965.36
47281,250,117,35,2025-04-12,2,934.26
47282,1890,5,2,2024-09-18,5,2209.25
47283,1686,153,47,2024-09-10,5,1237.15
47284,880,164,26,2024-07-05,3,1416.66
47285,1990,20,26,2024-07-21,5,1791.8
47286,5805,155,17,2025-02-07,4,447.12
47287,1620,1,25,2024-12-19,5,1755.15
47288,4144,71,16,2025-04-13,5,1693.45
47289,9349,45,13,2024-08-04,1,268.41
47290,4321,24,24,2025-05-01,5,2346.75
47291,9798,38,5,2024-12-28,4,258.0
47292,4468,14,48,2024-11-22,3,733.29
47293,4588,172,24,2025-01-04,4,730.76
47294,4426,71,11,2024-11-07,1,338.69
47295,5496,128,35,2025-02-03,3,1319.49
47296,5495,15,32,2025-02-07,4,357.76
47297,1005,110,22,2024-11-16,4,119.12
47298,9384,83,10,2024-06-25,4,918.16
47299,1386,186,28,2024-07-19,1,466.63
47300,7185,180,35,2024-05-23,2,571.96
47301,1343,95,46,2024-07-28,4,838.4
47302,325,160,49,2024-08-24,3,954.27
47303,3047,6,2,2024-08-19,4,1020.44
47304,1269,18,11,2024-08-10,4,659.24
47305,2174,81,12,2025-04-29,4,1116.48
47306,4328,79,26,2024-06-12,2,963.02
47307,9902,147,29,2025-04-17,4,1847.96
47308,1909,146,1,2025-03-01,3,323.13
47309,1280,154,42,2024-11-25,4,1013.28
47310,7859,131,46,2024-12-29,5,1758.15
47311,4827,171,9,2024-09-13,4,1926.88
47312,6798,23,12,2024-09-20,3,584.13
47313,8305,129,43,2025-01-28,5,1313.95
47314,2937,148,23,2024-09-30,4,1111.96
47315,6031,35,46,2024-09-15,2,760.62
47316,7463,119,1,2025-01-25,1,274.08
47317,518,1,40,2025-03-18,4,1404.12
47318,6745,128,33,2025-04-30,3,1319.49
47319,4453,66,34,2024-12-07,1,66.71
47320,1051,79,45,2024-07-23,5,2407.55
47321,2482,65,42,2025-02-04,1,190.37
47322,5650,140,26,2024-08-01,1,471.4
47323,7829,175,42,2024-10-10,3,1489.02
47324,9584,10,29,2024-06-08,3,556.14
47325,1081,130,19,2025-02-18,4,1587.68
47326,8666,105,35,2025-03-27,5,753.45
47327,6110,147,36,2025-04-02,4,1847.96
47328,612,165,41,2025-02-08,1,424.13
47329,8940,190,47,2025-02-02,2,293.84
47330,4918,7,25,2024-08-06,3,1390.77
47331,1572,112,38,2025-01-07,1,348.74
47332,4770,146,36,2025-03-21,1,107.71
47333,7207,131,21,2025-02-24,4,1406.52
47334,8330,145,43,2024-10-07,5,632.65
47335,3218,87,38,2024-08-02,3,926.55
47336,6181,67,43,2024-12-20,2,848.44
47337,2007,105,42,2024-07-22,2,301.38
47338,8468,125,14,2024-11-01,2,868.02
47339,1311,73,45,2024-11-15,5,1619.3
47340,218,156,42,2024-10-23,3,296.07
47341,7922,132,39,2024-12-17,3,754.89
47342,1649,85,41,2024-08-11,3,871.59
47343,9049,189,25,2024-06-22,1,402.16
47344,1164,3,33,2025-01-30,5,1834.9
47345,4364,2,15,2024-05-28,2,663.62
47346,8360,132,40,2024-08-31,3,754.89
47347,3749,130,45,2024-10-26,2,793.84
47348,8375,192,27,2024-09-22,5,1623.5
47349,2441,152,13,2024-07-15,5,27.1
47350,6984,92,11,2025-05-12,4,611.32
47351,6829,109,36,2025-01-01,2,756.42
47352,4251,9,44,2024-11-28,2,670.92
47353,2996,13,43,2024-05-28,2,712.78
47354,9579,171,38,2024-05-22,5,2408.6
47355,2771,28,11,2025-01-08,1,59.31
47356,2322,32,43,2025-04-30,3,1498.92
47357,3782,31,15,2024-09-02,2,451.7
47358,1812,49,11,2025-03-11,3,475.95
47359,5812,72,32,2024-11-22,5,265.0
47360,4465,59,10,2024-10-03,3,612.33
47361,8731,131,41,2024-12-16,5,1758.15
47362,6553,5,18,2025-05-10,1,441.85
47363,3039,101,46,2025-03-14,3,473.28
47364,5269,34,8,2024-05-25,1,377.6
47365,7682,51,11,2024-12-14,3,712.53
47366,1344,43,35,2025-04-16,3,896.16
47367,9365,146,36,2025-05-01,2,215.42
47368,200,104,41,2025-01-26,3,771.33
47369,6392,137,5,2024-11-08,3,1474.02
47370,2240,168,29,2024-07-14,2,142.2
47371,1431,68,7,2024-09-19,2,353.86
47372,8939,157,21,2025-01-19,4,501.52
47373,8561,9,50,2024-09-23,4,1341.84
47374,1081,173,23,2024-07-25,3,931.89
47375,5992,5,5,2024-12-10,5,2209.25
47376,1966,139,42,2024-09-07,3,1069.83
47377,7913,5,4,2025-02-28,1,441.85
47378,7969,140,49,2024-06-28,5,2357.0
47379,5637,147,32,2024-09-16,1,461.99
47380,2673,29,15,2024-09-07,3,1089.0
47381,2182,8,7,2025-01-23,2,906.46
47382,9925,175,2,2024-06-15,3,1489.02
47383,8645,153,10,2025-01-12,2,494.86
47384,4492,159,26,2025-05-07,1,397.05
47385,589,183,1,2024-09-07,1,218.88
47386,7287,117,22,2025-03-06,3,1401.39
47387,6808,45,18,2024-08-27,1,268.41
47388,8136,192,24,2024-05-30,5,1623.5
47389,7638,76,38,2024-06-03,3,729.09
47390,5104,120,27,2024-11-16,3,658.71
47391,821,145,29,2024-08-06,5,632.65
47392,7516,57,6,2024-12-25,4,401.8
47393,2509,52,14,2024-09-22,5,2069.4
47394,8695,73,1,2025-01-14,4,1295.44
47395,7093,2,42,2024-06-21,2,663.62
47396,6747,159,2,2024-12-11,5,1985.25
47397,9622,164,42,2024-05-18,1,472.22
47398,3080,198,41,2025-03-15,5,2017.05
47399,6573,171,47,2024-09-18,5,2408.6
47400,8234,148,33,2024-06-19,2,555.98
47401,1746,57,39,2024-06-12,4,401.8
47402,1901,10,38,2024-09-17,1,185.38
47403,4350,71,46,2024-06-28,4,1354.76
47404,169,88,40,2024-08-15,2,500.68
47405,3850,55,45,2024-08-31,2,216.32
47406,3707,59,31,2024-11-22,5,1020.55
47407,5351,90,31,2024-08-21,3,1272.81
47408,9433,168,27,2025-03-07,3,213.3
47409,7413,84,44,2025-01-02,3,750.18
47410,3760,120,10,2024-10-15,4,878.28
47411,2692,124,31,2024-10-25,4,1348.84
47412,2091,55,12,2024-10-24,5,540.8
47413,1098,116,12,2024-07-14,1,169.33
47414,9114,140,30,2024-05-21,3,1414.2
47415,8905,53,25,2025-05-10,4,876.92
47416,1681,186,25,2024-07-05,4,1866.52
47417,9356,195,35,2024-06-10,3,67.8
47418,1411,73,3,2024-12-08,2,647.72
47419,6494,79,39,2025-01-10,2,963.02
47420,6497,183,17,2024-08-18,2,437.76
47421,2321,37,13,2025-04-14,2,999.04
47422,2486,16,21,2025-03-06,4,1546.96
47423,5067,33,31,2025-03-22,2,253.16
47424,3261,159,41,2024-09-13,2,794.1
47425,3412,131,47,2025-02-10,2,703.26
47426,7167,44,38,2024-07-05,3,100.65
47427,536,1,16,2025-02-04,3,1053.09
47428,8238,77,26,2024-05-19,3,1438.35
47429,1066,78,11,2024-12-11,1,144.59
47430,3442,141,11,2025-02-15,4,484.32
47431,4907,115,38,2024-08-13,5,2414.6
47432,1129,139,26,2024-05-12,2,713.22
47433,1481,66,20,2025-01-25,1,66.71
47434,4681,113,4,2024-10-04,1,239.12
47435,7199,9,11,2025-04-20,3,1006.38
47436,1638,185,13,2025-01-24,2,445.3
47437,650,150,6,2024-12-07,4,96.16
47438,6422,47,38,2024-07-29,2,982.7
47439,8107,125,48,2024-08-22,1,434.01
47440,9781,104,36,2024-06-19,5,1285.55
47441,8249,159,39,2024-05-14,2,794.1
47442,6584,28,31,2025-04-16,4,237.24
47443,5306,180,41,2025-02-24,1,285.98
47444,1014,36,48,2025-02-13,1,6.47
47445,3416,42,50,2024-07-11,5,789.25
47446,5651,127,29,2025-02-02,5,584.3
47447,6704,167,4,2024-11-18,2,65.78
47448,9468,60,20,2024-05-15,2,46.7
47449,6738,169,38,2024-07-05,3,289.74
47450,4607,147,20,2024-06-23,5,2309.95
47451,9830,44,47,2024-12-31,5,167.75
47452,7843,29,12,2025-02-03,5,1815.0
47453,6879,123,3,2025-02-19,3,1098.54
47454,8449,168,28,2025-04-06,4,284.4
47455,206,142,11,2025-04-07,4,518.36
47456,136,144,1,2024-11-19,3,485.64
47457,5487,162,25,2024-09-21,5,2242.9
47458,574,21,41,2024-08-15,5,382.75
47459,9211,92,7,2025-03-28,5,764.15
47460,879,13,38,2024-09-03,4,1425.56
47461,2346,18,40,2024-07-20,4,659.24
47462,6506,83,28,2025-02-06,1,229.54
47463,2894,160,48,2024-06-27,3,954.27
47464,7946,132,16,2024-08-23,3,754.89
47465,7618,13,30,2024-05-24,5,1781.95
47466,2091,164,18,2025-04-01,2,944.44
47467,9912,36,30,2024-08-03,1,6.47
47468,4210,126,43,2024-08-14,1,123.48
47469,5816,198,26,2025-02-13,2,806.82
47470,9523,128,47,2024-09-03,4,1759.32
47471,1443,169,15,2024-07-03,5,482.9
47472,3484,12,19,2024-05-13,4,1401.64
47473,3545,186,33,2024-11-28,5,2333.15
47474,8827,148,37,2025-04-01,2,555.98
47475,7420,11,32,2025-04-08,4,35.4
47476,7299,197,41,2024-07-25,2,727.74
47477,3690,51,27,2024-09-19,4,950.04
47478,2564,42,33,2025-03-25,1,157.85
47479,2151,150,17,2025-05-12,3,72.12
47480,2708,165,31,2024-10-23,2,848.26
47481,6001,167,19,2025-04-01,3,98.67
47482,8899,7,14,2024-08-04,4,1854.36
47483,1669,180,40,2024-08-13,5,1429.9
47484,4717,39,47,2024-05-21,5,2093.45
47485,6010,106,11,2024-08-16,1,384.1
47486,7791,8,42,2024-05-30,4,1812.92
47487,2859,49,36,2024-10-23,4,634.6
47488,2880,48,8,2024-08-21,2,103.26
47489,5799,119,15,2025-03-24,5,1370.4
47490,4357,106,34,2024-06-15,3,1152.3
47491,3205,50,37,2024-11-12,4,936.64
47492,3061,194,9,2024-11-27,5,2103.0
47493,5413,74,19,2024-08-13,5,2135.1
47494,7844,152,24,2025-01-05,3,16.26
47495,4214,161,22,2024-11-17,3,1048.23
47496,9431,77,16,2024-08-02,1,479.45
47497,597,195,48,2024-12-22,4,90.4
47498,5555,135,24,2024-08-16,3,165.99
47499,5693,56,39,2024-07-09,1,353.8
47500,7608,3,7,2025-03-14,5,1834.9
47501,6828,13,10,2025-01-31,4,1425.56
47502,7319,88,22,2025-05-04,5,1251.7
47503,4704,108,37,2025-04-07,4,999.44
47504,7634,95,5,2025-01-21,4,838.4
47505,4368,19,9,2024-11-12,2,80.78
47506,7572,173,22,2024-08-27,5,1553.15
47507,9717,131,41,2025-01-21,2,703.26
47508,835,31,2,2024-06-18,2,451.7
47509,5564,85,26,2024-06-04,1,290.53
47510,2688,123,37,2025-02-03,5,1830.9
47511,6778,16,16,2024-06-14,1,386.74
47512,6121,175,22,2024-09-20,4,1985.36
47513,8339,8,46,2025-01-23,3,1359.69
47514,1940,149,35,2024-09-21,1,247.99
47515,1005,149,7,2024-12-15,5,1239.95
47516,8193,154,26,2025-02-27,2,506.64
47517,3289,27,31,2024-10-30,1,176.33
47518,5494,75,36,2025-04-21,1,247.31
47519,3870,17,9,2024-08-31,2,50.7
47520,5085,54,9,2025-02-22,5,2476.7
47521,976,170,38,2025-01-09,4,251.64
47522,2867,32,44,2024-12-24,5,2498.2
47523,7771,6,3,2024-11-13,5,1275.55
47524,7525,85,20,2025-02-09,5,1452.65
47525,6187,14,26,2024-12-14,2,488.86
47526,8105,30,30,2024-07-03,1,107.77
47527,703,30,17,2025-01-22,1,107.77
47528,7898,176,48,2025-01-06,1,218.5
47529,3932,152,50,2025-02-23,5,27.1
47530,2616,105,46,2024-10-13,4,602.76
47531,5934,95,40,2025-01-03,4,838.4
47532,5140,126,29,2024-06-10,4,493.92
47533,202,163,2,2024-11-02,3,966.45
47534,9175,5,41,2025-01-03,4,1767.4
47535,9495,13,24,2025-01-18,2,712.78
47536,4878,9,45,2025-04-24,5,1677.3
47537,9965,105,44,2025-02-25,1,150.69
47538,4355,199,32,2024-06-30,5,1272.25
47539,8941,99,22,2025-03-06,3,1394.61
47540,4525,47,6,2025-02-02,4,1965.4
47541,7459,84,5,2024-09-03,5,1250.3
47542,4460,50,4,2024-06-03,3,702.48
47543,5016,199,25,2025-04-06,5,1272.25
47544,8983,63,13,2024-06-16,1,411.5
47545,921,144,7,2024-10-22,5,809.4
47546,9952,23,13,2024-07-20,4,778.84
47547,7621,124,23,2024-10-13,5,1686.05
47548,7764,195,19,2024-05-26,4,90.4
47549,2430,166,45,2024-06-15,5,1384.0
47550,1085,137,30,2025-03-11,2,982.68
47551,8805,51,37,2024-06-25,3,712.53
47552,2474,152,12,2024-06-18,3,16.26
47553,6699,155,49,2025-03-01,1,111.78
47554,2561,195,6,2025-03-22,5,113.0
47555,4368,31,22,2024-10-12,3,677.55
47556,3118,129,25,2025-05-07,4,1051.16
47557,3125,165,3,2024-08-08,3,1272.39
47558,872,141,45,2025-05-07,5,605.4
47559,6273,138,28,2024-11-18,2,509.84
47560,9493,104,29,2024-06-17,4,1028.44
47561,6867,24,50,2024-06-19,1,469.35
47562,5419,109,17,2024-08-03,2,756.42
47563,4733,118,9,2025-02-16,4,1246.96
47564,6339,126,29,2024-09-24,5,617.4
47565,7149,20,38,2025-05-10,2,716.72
47566,3700,59,29,2024-10-05,5,1020.55
47567,841,36,26,2025-03-23,5,32.35
47568,3559,7,31,2024-11-04,1,463.59
47569,1940,189,25,2024-08-26,4,1608.64
47570,9880,57,15,2024-11-19,3,301.35
47571,4644,8,44,2024-06-07,2,906.46
47572,5551,131,3,2025-02-16,4,1406.52
47573,2834,84,3,2025-02-07,1,250.06
47574,34,176,11,2024-12-09,2,437.0
47575,6782,30,39,2025-03-01,1,107.77
47576,1920,137,8,2025-04-27,1,491.34
47577,6615,65,46,2024-07-06,1,190.37
47578,7258,105,36,2024-10-06,4,602.76
47579,6538,24,14,2024-11-29,2,938.7
47580,3282,125,30,2025-02-25,4,1736.04
47581,4757,121,47,2024-06-23,3,822.87
47582,7719,71,49,2024-09-01,4,1354.76
47583,4411,50,18,2024-10-23,2,468.32
47584,4989,16,1,2024-06-16,3,1160.22
47585,6607,68,40,2025-03-23,5,884.65
47586,9933,41,1,2025-04-08,3,819.39
47587,499,53,41,2024-08-04,1,219.23
47588,9813,16,31,2024-12-01,2,773.48
47589,2321,13,36,2024-09-20,4,1425.56
47590,1844,94,17,2024-09-03,2,235.08
47591,6733,40,31,2024-05-16,5,2285.9
47592,4992,160,26,2025-03-05,2,636.18
47593,5841,170,20,2025-04-10,4,251.64
47594,5033,146,8,2025-02-12,4,430.84
47595,999,50,5,2024-07-30,4,936.64
47596,3507,165,32,2025-03-30,1,424.13
47597,1191,53,11,2024-06-24,4,876.92
47598,550,143,40,2024-11-11,3,755.73
47599,7759,134,24,2025-01-07,1,44.72
47600,2627,185,4,2025-03-10,4,890.6
47601,6971,79,5,2025-04-28,3,1444.53
47602,5537,150,28,2024-11-26,1,24.04
47603,7807,27,42,2024-11-17,3,528.99
47604,7972,106,11,2024-12-27,4,1536.4
47605,1243,199,36,2024-12-02,2,508.9
47606,9539,1,21,2025-03-12,4,1404.12
47607,9964,181,8,2024-12-20,5,2228.85
47608,1173,85,3,2024-09-15,5,1452.65
47609,9300,115,8,2024-07-08,4,1931.68
47610,7959,6,17,2024-12-16,4,1020.44
47611,3793,13,36,2024-05-23,2,712.78
47612,5628,35,2,2025-05-03,1,380.31
47613,5591,60,30,2024-08-15,1,23.35
47614,864,94,1,2025-04-22,4,470.16
47615,2051,195,49,2025-04-16,1,22.6
47616,2073,4,46,2024-11-20,5,2119.05
47617,8401,120,50,2024-10-29,4,878.28
47618,7460,28,39,2025-02-19,4,237.24
47619,7611,152,27,2025-02-06,4,21.68
47620,2829,65,48,2025-03-27,2,380.74
47621,847,18,16,2024-08-18,1,164.81
47622,1347,42,9,2024-09-20,5,789.25
47623,1734,60,42,2024-09-15,3,70.05
47624,5323,110,13,2024-09-29,5,148.9
47625,7532,176,33,2024-08-26,5,1092.5
47626,740,127,26,2024-06-06,1,116.86
47627,3428,127,31,2024-09-05,2,233.72
47628,4774,90,18,2024-07-24,4,1697.08
47629,1458,99,14,2025-02-17,3,1394.61
47630,9516,147,50,2025-03-15,5,2309.95
47631,1561,188,47,2024-10-23,5,169.65
47632,8220,139,30,2024-11-09,3,1069.83
47633,125,109,14,2025-01-21,1,378.21
47634,5764,141,15,2024-11-07,5,605.4
47635,3669,1,38,2024-09-17,1,351.03
47636,2575,67,27,2024-11-12,2,848.44
47637,7870,133,2,2024-10-16,3,392.61
47638,4711,140,22,2025-03-29,4,1885.6
47639,7592,179,14,2024-05-26,1,429.0
47640,2940,8,13,2025-03-24,1,453.23
47641,8948,10,8,2024-08-03,2,370.76
47642,5668,37,43,2024-09-20,2,999.04
47643,3085,193,12,2024-10-09,3,1001.13
47644,6,200,13,2025-03-11,4,906.4
47645,1527,176,33,2024-07-29,4,874.0
47646,8800,108,35,2025-03-16,4,999.44
